Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh
Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021
Unnamed: 0_level_2,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL
04-02-2021,17 - 18,62174.0,43283.0,43283.0,104546.0,104546.0,104546.0,74054.0,104546.0,104546.0,74054.0,104546.0,43283.0,43283.0,43283.0,104546.0,104546.0,104546.0,,,,,
04-02-2021,18 - 19,62112.0,42889.0,42889.0,92490.0,92490.0,92490.0,74054.0,92490.0,92490.0,74054.0,92490.0,42889.0,42889.0,42889.0,92490.0,92490.0,92490.0,,,,,
04-02-2021,19 - 20,57555.0,43738.0,43738.0,69921.0,69921.0,69921.0,69921.0,69921.0,69921.0,69921.0,69921.0,43738.0,43738.0,43738.0,69921.0,69921.0,69921.0,,,,,
04-02-2021,20 - 21,54614.0,43179.0,43179.0,62350.0,62350.0,62350.0,61511.0,62350.0,62350.0,61511.0,62350.0,43179.0,43179.0,43179.0,62350.0,62350.0,62350.0,,,,,
04-02-2021,21 - 22,49777.0,43376.0,43376.0,56157.0,56157.0,56157.0,55701.0,56157.0,56157.0,56157.0,56157.0,43376.0,43376.0,43376.0,56157.0,56157.0,56157.0,,,,,
04-02-2021,22 - 23,51807.0,45499.0,45499.0,54127.0,54127.0,54127.0,54582.0,54127.0,54127.0,54127.0,54127.0,46628.0,46628.0,45499.0,54127.0,54127.0,54127.0,,,,,
04-02-2021,23 - 00,46607.0,45271.0,45271.0,47871.0,47871.0,47871.0,47871.0,47871.0,47871.0,47871.0,47871.0,45271.0,45271.0,45271.0,47871.0,47871.0,47871.0,,,,,
05-02-2021,00 - 01,46220.0,47099.0,47099.0,47099.0,47099.0,47099.0,47099.0,47099.0,47099.0,47099.0,47099.0,47099.0,47099.0,33632.0,47099.0,47099.0,47099.0,,,,,
05-02-2021,01 - 02,44970.0,45487.0,45487.0,45487.0,45487.0,45487.0,45487.0,45487.0,45487.0,45487.0,45487.0,45487.0,45487.0,33528.0,45487.0,45487.0,45487.0,,,,,
05-02-2021,02 - 03,42975.0,43657.0,43657.0,43657.0,43657.0,43657.0,43657.0,43657.0,43657.0,43657.0,43657.0,43657.0,43657.0,33435.0,43657.0,43657.0,43657.0,,,,,
05-02-2021,03 - 04,42086.0,42582.0,42582.0,42582.0,42582.0,42582.0,42582.0,42582.0,42582.0,42582.0,42582.0,42582.0,42582.0,33497.0,42582.0,42582.0,42582.0,,,,,
05-02-2021,04 - 05,42314.0,42892.0,42892.0,42892.0,42892.0,42892.0,41879.0,42892.0,42892.0,42386.0,42892.0,42892.0,42892.0,33580.0,42892.0,42892.0,42892.0,,,,,
05-02-2021,05 - 06,45135.0,45207.0,45207.0,45207.0,45207.0,61424.0,44815.0,45207.0,45207.0,44815.0,45207.0,45207.0,45207.0,33787.0,61424.0,61424.0,61424.0,,,,,
05-02-2021,06 - 07,50830.0,44360.0,44360.0,77092.0,77092.0,77092.0,52122.0,77092.0,77092.0,52122.0,77092.0,44360.0,44360.0,34293.0,77092.0,77092.0,77092.0,,,,,
05-02-2021,07 - 08,67108.0,44484.0,44484.0,176272.0,176272.0,176272.0,60618.0,176272.0,176272.0,60618.0,176272.0,44484.0,44484.0,36278.0,176272.0,176272.0,176272.0,,,,,
05-02-2021,08 - 09,103520.0,45114.0,45114.0,206731.0,206731.0,206731.0,64101.0,206731.0,206731.0,64101.0,206731.0,46179.0,46179.0,41931.0,206731.0,206731.0,206731.0,,,,,
05-02-2021,09 - 10,99159.0,45342.0,45342.0,203837.0,203837.0,203837.0,63078.0,203837.0,203837.0,63078.0,203837.0,46262.0,46262.0,43502.0,203837.0,203837.0,203837.0,,,,,
05-02-2021,10 - 11,91717.0,48091.0,48091.0,186266.0,186266.0,186266.0,61538.0,186266.0,186266.0,61538.0,186266.0,48091.0,48091.0,45538.0,186266.0,186266.0,186266.0,,,,,
05-02-2021,11 - 12,65165.0,51006.0,51006.0,71997.0,71997.0,71997.0,60504.0,71997.0,71997.0,60504.0,71997.0,51006.0,51006.0,42396.0,71997.0,71997.0,71997.0,,,,,
05-02-2021,12 - 13,59894.0,55285.0,55285.0,66643.0,66643.0,66643.0,59843.0,66643.0,66643.0,59843.0,66643.0,55285.0,55285.0,39378.0,66643.0,66643.0,66643.0,,,,,
05-02-2021,13 - 14,55894.0,54892.0,54892.0,66767.0,66767.0,66767.0,56339.0,66767.0,66767.0,56339.0,66767.0,54892.0,54892.0,37869.0,66767.0,66767.0,66767.0,,,,,
05-02-2021,14 - 15,54830.0,51853.0,51853.0,67098.0,67098.0,67098.0,51678.0,67098.0,67098.0,51678.0,67098.0,51853.0,51853.0,37404.0,67098.0,67098.0,67098.0,,,,,
05-02-2021,15 - 16,53073.0,49910.0,49910.0,66385.0,66385.0,66385.0,49610.0,66385.0,66385.0,49610.0,66385.0,49910.0,49910.0,39048.0,66385.0,66385.0,66385.0,,,,,
05-02-2021,16 - 17,55274.0,48742.0,48742.0,69734.0,69734.0,69734.0,51357.0,69734.0,69734.0,51357.0,69734.0,48742.0,48742.0,36598.0,69734.0,69734.0,69734.0,,,,,
05-02-2021,17 - 18,59894.0,49889.0,49889.0,92213.0,92213.0,92213.0,58830.0,92213.0,92213.0,58830.0,92213.0,49889.0,49889.0,35502.0,92213.0,92213.0,92213.0,,,,,
05-02-2021,18 - 19,61031.0,48391.0,48391.0,74498.0,74498.0,74498.0,60597.0,74498.0,74498.0,60597.0,74498.0,48391.0,48391.0,35203.0,74498.0,74498.0,74498.0,,,,,
05-02-2021,19 - 20,51740.0,46510.0,46510.0,60845.0,60845.0,60845.0,59388.0,60845.0,60845.0,59388.0,60845.0,46510.0,46510.0,34490.0,60845.0,60845.0,60845.0,,,,,
05-02-2021,20 - 21,47988.0,45332.0,45332.0,52814.0,52814.0,52814.0,52814.0,52814.0,52814.0,52814.0,52814.0,45332.0,45332.0,33818.0,52814.0,52814.0,52814.0,,,,,
05-02-2021,21 - 22,46778.0,45052.0,45052.0,51564.0,51564.0,51564.0,51564.0,51564.0,51564.0,51564.0,51564.0,45052.0,45052.0,33528.0,51564.0,51564.0,51564.0,,,,,
05-02-2021,22 - 23,47812.0,50117.0,50117.0,50117.0,50117.0,50117.0,50117.0,50117.0,50117.0,50117.0,50117.0,50117.0,50117.0,33466.0,50117.0,50117.0,50117.0,,,,,
05-02-2021,23 - 00,44360.0,45042.0,45042.0,45042.0,45042.0,45042.0,45042.0,45042.0,45042.0,45042.0,45042.0,45042.0,45042.0,33187.0,45042.0,45042.0,45042.0,,,,,
06-02-2021,00 - 01,41396.0,41985.0,41985.0,41985.0,41985.0,41985.0,41985.0,41985.0,41985.0,41985.0,41985.0,41985.0,41985.0,33553.0,41985.0,41985.0,41985.0,,,,,
06-02-2021,01 - 02,40829.0,41242.0,41242.0,41242.0,41242.0,41242.0,40251.0,41242.0,41242.0,41242.0,41242.0,41242.0,41242.0,33418.0,41242.0,41242.0,41242.0,,,,,
06-02-2021,02 - 03,39518.0,40529.0,40529.0,40529.0,40529.0,40529.0,39559.0,40529.0,40529.0,40529.0,40529.0,40529.0,40529.0,33305.0,40529.0,40529.0,40529.0,,,,,
06-02-2021,03 - 04,38765.0,39890.0,39890.0,39890.0,39890.0,39890.0,36205.0,39890.0,39890.0,39363.0,39890.0,39890.0,39890.0,33274.0,39890.0,39890.0,39890.0,,,,,
06-02-2021,04 - 05,38703.0,40168.0,40168.0,40168.0,40168.0,40168.0,36019.0,40168.0,40168.0,39023.0,40168.0,40168.0,40168.0,33284.0,40168.0,40168.0,40168.0,,,,,
06-02-2021,05 - 06,39384.0,41190.0,41190.0,41190.0,41190.0,41190.0,36195.0,41190.0,41190.0,38620.0,41190.0,41190.0,41190.0,33274.0,41190.0,41190.0,41190.0,,,,,
06-02-2021,06 - 07,40891.0,42077.0,42077.0,42077.0,42077.0,42077.0,36329.0,42077.0,42077.0,39312.0,42077.0,42077.0,42077.0,33377.0,42077.0,42077.0,42077.0,,,,,
06-02-2021,07 - 08,41696.0,43213.0,43213.0,43213.0,43213.0,43213.0,38114.0,43213.0,43213.0,40313.0,43213.0,43213.0,43213.0,33553.0,43213.0,43213.0,43213.0,,,,,
06-02-2021,08 - 09,43440.0,44296.0,44296.0,44296.0,44296.0,44296.0,43233.0,44296.0,44296.0,43233.0,44296.0,44296.0,44296.0,33511.0,44296.0,44296.0,44296.0,,,,,
06-02-2021,09 - 10,45999.0,51624.0,51624.0,51624.0,51624.0,51624.0,44534.0,51624.0,51624.0,44534.0,51624.0,51624.0,51624.0,33893.0,51624.0,51624.0,63348.0,,,,,
06-02-2021,10 - 11,49663.0,57435.0,57435.0,57435.0,57435.0,57435.0,44895.0,57435.0,57435.0,44895.0,57435.0,57435.0,57435.0,34192.0,57435.0,57435.0,64195.0,,,,,
06-02-2021,11 - 12,47104.0,54865.0,54865.0,54865.0,54865.0,54865.0,44864.0,54865.0,54865.0,44864.0,54865.0,54865.0,54865.0,34131.0,54865.0,54865.0,64195.0,,,,,
06-02-2021,12 - 13,45494.0,51717.0,51717.0,51717.0,51717.0,51717.0,42459.0,51717.0,51717.0,42459.0,51717.0,51717.0,51717.0,34079.0,51717.0,51717.0,64205.0,,,,,
06-02-2021,13 - 14,43399.0,49859.0,49859.0,49859.0,49859.0,49859.0,36597.0,49859.0,49859.0,40519.0,49859.0,49859.0,49859.0,34007.0,49859.0,49859.0,65031.0,,,,,
06-02-2021,14 - 15,42717.0,48125.0,48125.0,48125.0,48125.0,48125.0,36504.0,48125.0,48125.0,39146.0,48125.0,48125.0,48125.0,33883.0,48125.0,48125.0,60314.0,,,,,
06-02-2021,15 - 16,42645.0,48291.0,48291.0,48291.0,48291.0,48291.0,34192.0,48291.0,48291.0,38847.0,48291.0,48291.0,48291.0,33934.0,48291.0,48291.0,59602.0,,,,,
06-02-2021,16 - 17,42635.0,45421.0,45421.0,49581.0,49581.0,49581.0,31912.0,49581.0,49581.0,38919.0,49581.0,45421.0,45421.0,33986.0,49581.0,49581.0,65144.0,,,,,
06-02-2021,17 - 18,44916.0,44565.0,44565.0,64123.0,64123.0,64123.0,40705.0,64123.0,64123.0,41211.0,64123.0,44565.0,44565.0,33976.0,64123.0,64123.0,64123.0,,,,,
06-02-2021,18 - 19,46350.0,43347.0,43347.0,60211.0,60211.0,60211.0,45359.0,60211.0,60211.0,44854.0,60211.0,43347.0,43347.0,34007.0,60211.0,60211.0,60211.0,,,,,
06-02-2021,19 - 20,43791.0,43202.0,43202.0,49446.0,49446.0,49446.0,44358.0,49446.0,49446.0,42697.0,49446.0,43202.0,43202.0,33914.0,49446.0,49446.0,49446.0,,,,,
06-02-2021,20 - 21,42336.0,43326.0,43326.0,43822.0,43822.0,43822.0,36442.0,43822.0,43822.0,40684.0,43822.0,43326.0,43326.0,33883.0,43822.0,43822.0,43822.0,,,,,
06-02-2021,21 - 22,41469.0,42821.0,42821.0,42821.0,42821.0,42821.0,31261.0,42821.0,42821.0,39404.0,42821.0,42821.0,42821.0,33759.0,42821.0,42821.0,42821.0,,,,,
06-02-2021,22 - 23,40808.0,42016.0,42016.0,42016.0,42016.0,42016.0,26865.0,42016.0,42016.0,39188.0,42016.0,42016.0,42016.0,33635.0,42016.0,42016.0,42016.0,,,,,
06-02-2021,23 - 00,38104.0,40901.0,40901.0,40901.0,40901.0,40901.0,12323.0,40901.0,40901.0,38765.0,40901.0,40901.0,40901.0,33418.0,40901.0,40901.0,40901.0,,,,,
07-02-2021,00 - 01,37036.0,41150.0,41150.0,41150.0,41150.0,41150.0,10.0,41150.0,41150.0,39680.0,41150.0,41150.0,41150.0,33879.0,41150.0,41150.0,41150.0,,,,,
07-02-2021,01 - 02,36028.0,39690.0,39690.0,39690.0,39690.0,39690.0,-21.0,39690.0,39690.0,39392.0,39690.0,39690.0,39690.0,33488.0,39690.0,39690.0,39690.0,,,,,
07-02-2021,02 - 03,35545.0,39001.0,39001.0,39001.0,39001.0,39001.0,-21.0,39001.0,39001.0,39001.0,39001.0,39001.0,39001.0,33323.0,39001.0,39001.0,39001.0,,,,,
07-02-2021,03 - 04,34938.0,38024.0,38024.0,38024.0,38024.0,38024.0,-41.0,38024.0,38024.0,38024.0,38024.0,38024.0,38024.0,33241.0,38024.0,38024.0,38024.0,,,,,
07-02-2021,04 - 05,34928.0,38301.0,38301.0,38301.0,38301.0,38301.0,-2067.0,38301.0,38301.0,38301.0,38301.0,38301.0,38301.0,33282.0,38301.0,38301.0,38301.0,,,,,
07-02-2021,05 - 06,35648.0,39515.0,39515.0,39515.0,39515.0,39515.0,-93.0,39515.0,39515.0,38322.0,39515.0,39515.0,39515.0,33323.0,39515.0,39515.0,39515.0,,,,,
07-02-2021,06 - 07,35679.0,39217.0,39217.0,39217.0,39217.0,39217.0,-1203.0,39217.0,39217.0,38250.0,39217.0,39217.0,39217.0,33354.0,39217.0,39217.0,39217.0,,,,,
07-02-2021,07 - 08,35946.0,39803.0,39803.0,39803.0,39803.0,39803.0,10.0,39803.0,39803.0,38384.0,39803.0,39803.0,39803.0,33406.0,39803.0,39803.0,39803.0,,,,,
07-02-2021,08 - 09,38075.0,41695.0,41695.0,41695.0,41695.0,41695.0,21.0,41695.0,41695.0,38949.0,41695.0,41695.0,41695.0,33529.0,41695.0,41695.0,41695.0,,,,,
07-02-2021,09 - 10,41047.0,42611.0,42611.0,42611.0,42611.0,42611.0,12373.0,42611.0,42611.0,39217.0,42611.0,42611.0,42611.0,33817.0,42611.0,42611.0,42611.0,,,,,
07-02-2021,10 - 11,41654.0,42899.0,42899.0,42899.0,42899.0,42899.0,29374.0,42899.0,42899.0,39320.0,42899.0,42899.0,42899.0,34239.0,42899.0,42899.0,42899.0,,,,,
07-02-2021,11 - 12,41695.0,42981.0,42981.0,42981.0,42981.0,42981.0,38075.0,42981.0,42981.0,39289.0,42981.0,42981.0,42981.0,34568.0,42981.0,42981.0,42981.0,,,,,
07-02-2021,12 - 13,41665.0,42888.0,42888.0,42888.0,42888.0,42888.0,38384.0,42888.0,42888.0,39608.0,42888.0,42888.0,42888.0,34702.0,42888.0,42888.0,42888.0,,,,,
07-02-2021,13 - 14,41294.0,42580.0,42580.0,42580.0,42580.0,42580.0,27739.0,42580.0,42580.0,38826.0,42580.0,42580.0,42580.0,34743.0,42580.0,42580.0,42580.0,,,,,
07-02-2021,14 - 15,40060.0,41983.0,41983.0,41983.0,41983.0,41983.0,17001.0,41983.0,41983.0,38826.0,41983.0,41983.0,41983.0,34887.0,41983.0,41983.0,41983.0,,,,,
07-02-2021,15 - 16,40554.0,42107.0,42107.0,42107.0,42107.0,42107.0,21516.0,42107.0,42107.0,39124.0,42107.0,42107.0,42107.0,33982.0,42107.0,42107.0,42107.0,,,,,
07-02-2021,16 - 17,41737.0,43259.0,43259.0,43259.0,43259.0,43259.0,28973.0,43259.0,43259.0,38877.0,43259.0,43259.0,43259.0,34105.0,43259.0,43259.0,43259.0,,,,,
07-02-2021,17 - 18,43331.0,46036.0,46036.0,46036.0,46036.0,46036.0,40255.0,46036.0,46036.0,41068.0,46036.0,46036.0,46036.0,46036.0,46036.0,46036.0,46036.0,,,,,
07-02-2021,18 - 19,45593.0,45830.0,45830.0,46951.0,46951.0,46951.0,44678.0,46951.0,46951.0,43866.0,46951.0,45830.0,45830.0,45830.0,46951.0,46951.0,46951.0,,,,,
07-02-2021,19 - 20,43475.0,45336.0,45336.0,45336.0,45336.0,45336.0,41870.0,45336.0,45336.0,41870.0,45336.0,45336.0,45336.0,45336.0,45336.0,45336.0,45336.0,,,,,
07-02-2021,20 - 21,42117.0,42930.0,42930.0,42930.0,42930.0,42930.0,38106.0,42930.0,42930.0,40657.0,42930.0,42930.0,42930.0,42930.0,42930.0,42930.0,42930.0,,,,,
07-02-2021,21 - 22,41911.0,42744.0,42744.0,42744.0,42744.0,42744.0,37592.0,42744.0,42744.0,39494.0,42744.0,42744.0,42744.0,42744.0,42744.0,42744.0,42744.0,,,,,
07-02-2021,22 - 23,41665.0,41922.0,41922.0,41922.0,41922.0,41922.0,41027.0,41922.0,41922.0,41027.0,41922.0,41922.0,41922.0,41922.0,41922.0,41922.0,41922.0,,,,,
07-02-2021,23 - 00,39361.0,39937.0,39937.0,39937.0,39937.0,39937.0,32963.0,39937.0,39937.0,37787.0,39937.0,39937.0,39937.0,39937.0,39937.0,39937.0,39937.0,,,,,
08-02-2021,00 - 01,39741.0,41202.0,41202.0,41202.0,41202.0,41202.0,7909.0,41202.0,41202.0,41202.0,41202.0,41202.0,41202.0,41202.0,41202.0,41202.0,41202.0,,,,,
08-02-2021,01 - 02,38137.0,40543.0,40543.0,40543.0,40543.0,40543.0,4721.0,40543.0,40543.0,40543.0,40543.0,40543.0,40543.0,40543.0,40543.0,40543.0,40543.0,,,,,
08-02-2021,02 - 03,38168.0,40112.0,40112.0,40112.0,40112.0,40112.0,14450.0,40112.0,40112.0,40112.0,40112.0,40112.0,40112.0,40112.0,40112.0,40112.0,40112.0,,,,,
08-02-2021,03 - 04,38507.0,40369.0,40369.0,40369.0,40369.0,40369.0,13155.0,40369.0,40369.0,40369.0,40369.0,40369.0,40369.0,40369.0,40369.0,40369.0,40369.0,,,,,
08-02-2021,04 - 05,40019.0,41675.0,41675.0,41675.0,41675.0,41675.0,93.0,41675.0,41675.0,41675.0,41675.0,41675.0,41675.0,41675.0,41675.0,41675.0,41675.0,,,,,
08-02-2021,05 - 06,44092.0,45923.0,45923.0,45923.0,45923.0,56917.0,21125.0,45923.0,45923.0,43979.0,45923.0,45923.0,45923.0,45923.0,56917.0,56917.0,56917.0,,,,,
08-02-2021,06 - 07,47897.0,47465.0,47465.0,47465.0,47465.0,66760.0,45223.0,47465.0,47465.0,45223.0,47465.0,47465.0,47465.0,47465.0,66760.0,66760.0,66760.0,,,,,
08-02-2021,07 - 08,57164.0,47105.0,47105.0,69064.0,69064.0,69064.0,57215.0,69064.0,69064.0,57215.0,69064.0,47105.0,47105.0,47105.0,69064.0,69064.0,69064.0,,,,,
08-02-2021,08 - 09,65896.0,53369.0,53369.0,84687.0,84687.0,84687.0,59797.0,84687.0,84687.0,59797.0,84687.0,53369.0,53369.0,53369.0,84687.0,84687.0,84687.0,,,,,
08-02-2021,09 - 10,66760.0,58347.0,58347.0,82290.0,82290.0,82290.0,58367.0,82290.0,82290.0,58367.0,82290.0,58347.0,58347.0,58347.0,82290.0,82290.0,82290.0,,,,,
08-02-2021,10 - 11,64436.0,71902.0,71902.0,71902.0,71902.0,71902.0,57473.0,71902.0,71902.0,57473.0,71902.0,71902.0,71902.0,71902.0,71902.0,71902.0,71902.0,,,,,
08-02-2021,11 - 12,61638.0,66873.0,66873.0,66873.0,66873.0,66873.0,58851.0,66873.0,66873.0,58851.0,66873.0,66873.0,66873.0,66873.0,66873.0,66873.0,66873.0,,,,,
08-02-2021,12 - 13,61165.0,63973.0,63973.0,63973.0,63973.0,63973.0,57164.0,63973.0,63973.0,57164.0,63973.0,63973.0,63973.0,63973.0,63973.0,63973.0,63973.0,,,,,
08-02-2021,13 - 14,59838.0,60517.0,60517.0,60517.0,60517.0,63849.0,57082.0,60517.0,60517.0,57082.0,60517.0,60517.0,60517.0,60517.0,63849.0,63849.0,63849.0,,,,,
08-02-2021,14 - 15,54541.0,51507.0,51507.0,51507.0,51507.0,65927.0,49368.0,51507.0,51507.0,49368.0,51507.0,51507.0,51507.0,51507.0,65927.0,65927.0,65927.0,,,,,
08-02-2021,15 - 16,59252.0,57925.0,57925.0,57925.0,57925.0,65032.0,56526.0,57925.0,57925.0,56526.0,57925.0,57925.0,57925.0,57925.0,65032.0,65032.0,65032.0,,,,,
08-02-2021,16 - 17,60106.0,58018.0,58018.0,58018.0,58018.0,66914.0,56629.0,58018.0,58018.0,56629.0,58018.0,58018.0,58018.0,58018.0,66914.0,66914.0,66914.0,,,,,
08-02-2021,17 - 18,71913.0,59612.0,59612.0,77138.0,77138.0,77138.0,63201.0,77138.0,77138.0,63201.0,77138.0,59612.0,59612.0,59612.0,77138.0,77138.0,77138.0,,,,,
08-02-2021,18 - 19,68179.0,60712.0,60712.0,71892.0,71892.0,71892.0,66153.0,71892.0,71892.0,66153.0,71892.0,60712.0,60712.0,60712.0,71892.0,71892.0,71892.0,,,,,
08-02-2021,19 - 20,64652.0,63808.0,63808.0,64939.0,64939.0,66616.0,61237.0,64939.0,64939.0,61237.0,64939.0,63808.0,63808.0,63808.0,66616.0,66616.0,66616.0,,,,,
08-02-2021,20 - 21,58799.0,51343.0,51343.0,57143.0,57143.0,64045.0,57143.0,57143.0,57143.0,57143.0,57143.0,51343.0,51343.0,51343.0,64045.0,64045.0,64045.0,,,,,
08-02-2021,21 - 22,51487.0,51250.0,51250.0,51250.0,51250.0,56259.0,49059.0,51250.0,51250.0,49059.0,51250.0,51250.0,51250.0,51250.0,56259.0,56259.0,56259.0,,,,,
08-02-2021,22 - 23,49029.0,49296.0,49296.0,49296.0,49296.0,49296.0,47064.0,49296.0,49296.0,47064.0,49296.0,49296.0,49296.0,49296.0,49296.0,49296.0,49296.0,,,,,
08-02-2021,23 - 00,46025.0,46303.0,46303.0,46303.0,46303.0,46303.0,44657.0,46303.0,46303.0,44657.0,46303.0,46303.0,46303.0,46303.0,46303.0,46303.0,46303.0,,,,,
09-02-2021,00 - 01,47893.0,47893.0,47893.0,47893.0,47893.0,47893.0,47893.0,47893.0,47893.0,47893.0,47893.0,47893.0,47893.0,47893.0,47893.0,47893.0,47893.0,,,,,
09-02-2021,01 - 02,47698.0,47708.0,47708.0,47708.0,47708.0,47708.0,47708.0,47708.0,47708.0,47708.0,47708.0,47708.0,47708.0,47708.0,47708.0,47708.0,47708.0,,,,,
09-02-2021,02 - 03,47677.0,47677.0,47677.0,47677.0,47677.0,47677.0,47677.0,47677.0,47677.0,47677.0,47677.0,47677.0,47677.0,47677.0,47677.0,47677.0,47677.0,,,,,
09-02-2021,03 - 04,47236.0,47246.0,47246.0,47246.0,47246.0,47246.0,47246.0,47246.0,47246.0,47246.0,47246.0,47246.0,47246.0,47246.0,47246.0,47246.0,47246.0,,,,,
09-02-2021,04 - 05,47626.0,47605.0,47605.0,47605.0,47605.0,47605.0,47605.0,47605.0,47605.0,47605.0,47605.0,47605.0,47605.0,47605.0,51750.0,51750.0,51750.0,,,,,
09-02-2021,05 - 06,49688.0,49216.0,49216.0,49216.0,49216.0,68043.0,49216.0,49216.0,49216.0,49216.0,49216.0,49216.0,49216.0,49216.0,63888.0,63888.0,63888.0,,,,,
09-02-2021,06 - 07,62605.0,59671.0,59671.0,59671.0,59671.0,85669.0,59671.0,59671.0,59671.0,59671.0,59671.0,59671.0,59671.0,59671.0,85669.0,85669.0,85669.0,,,,,
09-02-2021,07 - 08,83433.0,81955.0,81955.0,85751.0,85751.0,85751.0,74876.0,85751.0,85751.0,74876.0,85751.0,81955.0,81955.0,48980.0,85751.0,85751.0,85751.0,,,,,
09-02-2021,08 - 09,107800.0,112724.0,112724.0,112724.0,112724.0,112724.0,82735.0,112724.0,112724.0,82735.0,112724.0,112724.0,112724.0,112724.0,112724.0,112724.0,112724.0,,,,,
09-02-2021,09 - 10,88675.0,89260.0,89260.0,89260.0,89260.0,89260.0,82745.0,89260.0,89260.0,82745.0,89260.0,89260.0,89260.0,69982.0,89260.0,89260.0,89260.0,,,,,
09-02-2021,10 - 11,83422.0,84079.0,84079.0,84079.0,84079.0,84079.0,82058.0,84079.0,84079.0,82058.0,84079.0,84079.0,84079.0,84079.0,84079.0,84079.0,84079.0,,,,,
09-02-2021,11 - 12,77041.0,77472.0,77472.0,77472.0,77472.0,77472.0,75461.0,77472.0,77472.0,75461.0,77472.0,77472.0,77472.0,70977.0,77472.0,77472.0,77472.0,,,,,
09-02-2021,12 - 13,69038.0,73470.0,73470.0,73470.0,73470.0,73470.0,66955.0,73470.0,73470.0,66955.0,73470.0,73470.0,73470.0,73470.0,73470.0,73470.0,73470.0,,,,,
09-02-2021,13 - 14,71962.0,72085.0,72085.0,72085.0,72085.0,72085.0,71316.0,72085.0,72085.0,71316.0,72085.0,72085.0,72085.0,72085.0,72085.0,72085.0,72085.0,,,,,
09-02-2021,14 - 15,71757.0,68956.0,68956.0,72198.0,72198.0,72198.0,71972.0,72198.0,72198.0,71972.0,72198.0,68956.0,68956.0,68956.0,72198.0,72198.0,72198.0,,,,,
09-02-2021,15 - 16,69972.0,73686.0,73686.0,73686.0,73686.0,73686.0,73686.0,73686.0,73686.0,73686.0,73686.0,73686.0,73686.0,73686.0,73686.0,73686.0,73686.0,,,,,
09-02-2021,16 - 17,70977.0,74661.0,74661.0,74661.0,74661.0,74661.0,72865.0,74661.0,74661.0,72865.0,74661.0,74661.0,74661.0,74661.0,74661.0,74661.0,74661.0,,,,,
09-02-2021,17 - 18,83217.0,61477.0,61477.0,112765.0,112765.0,112765.0,81114.0,112765.0,112765.0,81114.0,112765.0,61477.0,61477.0,61477.0,112765.0,112765.0,112765.0,,,,,
09-02-2021,18 - 19,81093.0,56080.0,56080.0,117311.0,117311.0,117311.0,82078.0,117311.0,117311.0,82078.0,117311.0,56080.0,56080.0,56080.0,117311.0,117311.0,117311.0,,,,,
09-02-2021,19 - 20,67038.0,55372.0,55372.0,76743.0,76743.0,76743.0,75923.0,76743.0,76743.0,75923.0,76743.0,55372.0,55372.0,55372.0,76743.0,76743.0,76743.0,,,,,
09-02-2021,20 - 21,64072.0,51217.0,51217.0,70567.0,70567.0,70567.0,66637.0,70567.0,70567.0,66637.0,70567.0,51217.0,51217.0,51217.0,70567.0,70567.0,70567.0,,,,,
09-02-2021,21 - 22,56942.0,51001.0,51001.0,59517.0,59517.0,66658.0,58091.0,59517.0,59517.0,58091.0,59517.0,51001.0,51001.0,51001.0,66658.0,66658.0,66658.0,,,,,
09-02-2021,22 - 23,57322.0,57116.0,57116.0,57116.0,57116.0,63888.0,57116.0,57116.0,57116.0,57116.0,57116.0,57116.0,57116.0,57116.0,63888.0,63888.0,63888.0,,,,,
09-02-2021,23 - 00,51196.0,51391.0,51391.0,51391.0,51391.0,51391.0,51391.0,51391.0,51391.0,51391.0,51391.0,51391.0,51391.0,51391.0,51391.0,51391.0,51391.0,,,,,
