Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh,Elspot Prices in NOK/MWh
Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021,Data was last updated 29-04-2021
Unnamed: 0_level_2,Hours,SYS,SE1,SE2,SE3,SE4,FI,DK1,DK2,Oslo,Kr.sand,Bergen,Molde,Tr.heim,Tromsø,EE,LV,LT,AT,BE,DE-LU,FR,NL
01-01-2021,00 - 01,25840.0,26059.0,26059.0,26059.0,26059.0,26059.0,53131.0,53131.0,26059.0,26059.0,26059.0,24827.0,24827.0,19479.0,26059.0,26059.0,26059.0,,,,,
01-01-2021,01 - 02,25359.0,25432.0,25432.0,25432.0,25432.0,25432.0,50332.0,50332.0,25432.0,25432.0,25432.0,23949.0,23949.0,19437.0,25432.0,25432.0,25432.0,,,,,
01-01-2021,02 - 03,24962.0,25046.0,25046.0,25046.0,25046.0,25046.0,46666.0,46666.0,25046.0,25046.0,25046.0,24733.0,24733.0,19395.0,25046.0,25046.0,25046.0,,,,,
01-01-2021,03 - 04,24659.0,24774.0,24774.0,24774.0,24774.0,24774.0,44828.0,44828.0,24774.0,24774.0,24774.0,24680.0,24680.0,19395.0,24774.0,24774.0,24774.0,,,,,
01-01-2021,04 - 05,24712.0,24785.0,24785.0,24785.0,24785.0,24785.0,42185.0,42185.0,24785.0,24785.0,24785.0,24764.0,24764.0,19416.0,24785.0,24785.0,24785.0,,,,,
01-01-2021,05 - 06,25129.0,25129.0,25129.0,25129.0,25129.0,25129.0,41987.0,41987.0,25129.0,25129.0,25129.0,24952.0,24952.0,19500.0,25129.0,25129.0,25129.0,,,,,
01-01-2021,06 - 07,25516.0,25526.0,25526.0,25526.0,25526.0,25526.0,41392.0,41392.0,25526.0,25526.0,25526.0,25443.0,25443.0,19542.0,25526.0,25526.0,25526.0,,,,,
01-01-2021,07 - 08,26007.0,26038.0,26038.0,26038.0,26038.0,26038.0,41872.0,41872.0,26038.0,26038.0,26038.0,26038.0,26038.0,19343.0,26038.0,26038.0,26038.0,,,,,
01-01-2021,08 - 09,26017.0,26007.0,26007.0,26007.0,26007.0,26007.0,43104.0,43104.0,26007.0,26007.0,26007.0,26007.0,26007.0,19448.0,26007.0,26007.0,26007.0,,,,,
01-01-2021,09 - 10,26372.0,26184.0,26184.0,26184.0,26184.0,26184.0,46875.0,46875.0,26184.0,26184.0,26184.0,26184.0,26184.0,19636.0,26184.0,26184.0,26184.0,,,,,
01-01-2021,10 - 11,27072.0,26769.0,26769.0,26769.0,31354.0,26769.0,47000.0,47000.0,26769.0,26769.0,26769.0,26769.0,26769.0,19782.0,31354.0,31354.0,31354.0,,,,,
01-01-2021,11 - 12,27573.0,27072.0,27072.0,27072.0,38791.0,27072.0,49298.0,49298.0,27072.0,27072.0,27072.0,27072.0,27072.0,19845.0,38791.0,38791.0,38791.0,,,,,
01-01-2021,12 - 13,28200.0,27291.0,27291.0,27291.0,40786.0,27291.0,53037.0,53037.0,27291.0,27291.0,27291.0,27291.0,27291.0,23897.0,40786.0,40786.0,40786.0,,,,,
01-01-2021,13 - 14,28513.0,27751.0,27751.0,27751.0,42394.0,27751.0,47512.0,47512.0,27751.0,27751.0,27751.0,27751.0,27751.0,27751.0,42394.0,42394.0,42394.0,,,,,
01-01-2021,14 - 15,29307.0,28513.0,28513.0,28513.0,42603.0,28513.0,46718.0,46718.0,28513.0,28513.0,28513.0,28513.0,28513.0,28513.0,42603.0,42603.0,42603.0,,,,,
01-01-2021,15 - 16,30749.0,29882.0,29882.0,29882.0,47491.0,29882.0,48661.0,48661.0,29882.0,29882.0,29882.0,29882.0,29882.0,29882.0,47491.0,47491.0,47491.0,,,,,
01-01-2021,16 - 17,35866.0,31595.0,31595.0,31595.0,54019.0,31595.0,55345.0,55345.0,30655.0,30655.0,30655.0,31595.0,31595.0,31595.0,54019.0,54019.0,54019.0,,,,,
01-01-2021,17 - 18,41590.0,31532.0,31532.0,31532.0,57852.0,31532.0,62939.0,62939.0,30602.0,30602.0,30602.0,31532.0,31532.0,31532.0,57852.0,57852.0,57852.0,,,,,
01-01-2021,18 - 19,36117.0,30101.0,30101.0,30101.0,55366.0,30101.0,63304.0,63304.0,30101.0,30101.0,30101.0,30101.0,30101.0,30101.0,55366.0,55366.0,55366.0,,,,,
01-01-2021,19 - 20,31898.0,29506.0,29506.0,29506.0,58218.0,29506.0,63043.0,63043.0,29506.0,29506.0,29506.0,29506.0,29506.0,29506.0,58218.0,58218.0,58218.0,,,,,
01-01-2021,20 - 21,29976.0,28534.0,28534.0,28534.0,57382.0,28534.0,59951.0,59951.0,28534.0,28534.0,28534.0,28534.0,28534.0,28534.0,57382.0,57382.0,57382.0,,,,,
01-01-2021,21 - 22,29547.0,28179.0,28179.0,28179.0,53079.0,29506.0,56254.0,56254.0,28179.0,28179.0,28179.0,26101.0,26101.0,26101.0,53079.0,53079.0,53079.0,,,,,
01-01-2021,22 - 23,28221.0,27615.0,27615.0,27615.0,47230.0,28211.0,55826.0,55826.0,27615.0,27615.0,27615.0,23939.0,23939.0,23939.0,47230.0,47230.0,47230.0,,,,,
01-01-2021,23 - 00,26853.0,26780.0,26780.0,26780.0,26780.0,26780.0,51930.0,51930.0,26780.0,26780.0,26780.0,22779.0,22779.0,22779.0,26780.0,26780.0,26780.0,,,,,
02-01-2021,00 - 01,26665.0,26727.0,26727.0,26727.0,26727.0,26727.0,48765.0,48765.0,26727.0,26727.0,26727.0,23009.0,23009.0,20315.0,26727.0,26727.0,26727.0,,,,,
02-01-2021,01 - 02,25944.0,26017.0,26017.0,26017.0,26017.0,26017.0,44316.0,44316.0,26017.0,26017.0,26017.0,23072.0,23072.0,20262.0,26017.0,26017.0,26017.0,,,,,
02-01-2021,02 - 03,25767.0,25840.0,25840.0,25840.0,25840.0,25840.0,42916.0,42916.0,25840.0,25840.0,25840.0,22978.0,22978.0,20231.0,25840.0,25840.0,25840.0,,,,,
02-01-2021,03 - 04,25714.0,25756.0,25756.0,25756.0,25756.0,25756.0,41778.0,41778.0,25756.0,25756.0,25756.0,23009.0,23009.0,20294.0,25756.0,25756.0,25756.0,,,,,
02-01-2021,04 - 05,25787.0,25819.0,25819.0,25819.0,25819.0,25819.0,39219.0,39219.0,25819.0,25819.0,25819.0,23072.0,23072.0,20335.0,25819.0,25819.0,25819.0,,,,,
02-01-2021,05 - 06,26028.0,26028.0,26028.0,26028.0,26028.0,26028.0,40734.0,40734.0,26028.0,26028.0,26028.0,24607.0,24607.0,20367.0,26028.0,26028.0,26028.0,,,,,
02-01-2021,06 - 07,26842.0,26759.0,26759.0,26759.0,31386.0,26759.0,43961.0,43961.0,26759.0,26759.0,26759.0,25495.0,25495.0,20367.0,31386.0,31386.0,31386.0,,,,,
02-01-2021,07 - 08,27647.0,27354.0,27354.0,27354.0,27354.0,27354.0,46958.0,46958.0,27354.0,27354.0,27354.0,26884.0,26884.0,20941.0,27354.0,27354.0,27354.0,,,,,
02-01-2021,08 - 09,28681.0,29265.0,29265.0,29265.0,45225.0,29265.0,50604.0,50604.0,27887.0,27887.0,27887.0,27020.0,27020.0,21704.0,45225.0,45225.0,45225.0,,,,,
02-01-2021,09 - 10,29297.0,28879.0,28879.0,28879.0,49977.0,28879.0,54311.0,54311.0,28085.0,28085.0,28085.0,28085.0,28085.0,23719.0,49977.0,49977.0,49977.0,,,,,
02-01-2021,10 - 11,30143.0,30111.0,30111.0,30111.0,53006.0,30111.0,54311.0,54311.0,28931.0,28931.0,28931.0,28931.0,28931.0,27250.0,53006.0,53006.0,53006.0,,,,,
02-01-2021,11 - 12,30320.0,31083.0,31083.0,31083.0,53163.0,31083.0,54468.0,54468.0,29339.0,29339.0,29339.0,31083.0,31083.0,31083.0,53163.0,53163.0,53163.0,,,,,
02-01-2021,12 - 13,30195.0,29892.0,29892.0,29892.0,56139.0,29892.0,58437.0,58437.0,29077.0,29077.0,29077.0,29892.0,29892.0,29892.0,56139.0,56139.0,56139.0,,,,,
02-01-2021,13 - 14,30132.0,29997.0,29997.0,29997.0,53006.0,29997.0,54311.0,54311.0,29077.0,29077.0,29077.0,29997.0,29997.0,29997.0,53006.0,53006.0,53006.0,,,,,
02-01-2021,14 - 15,30592.0,30174.0,30174.0,30174.0,51679.0,38363.0,52943.0,52943.0,29151.0,29151.0,29151.0,30174.0,30174.0,30174.0,51679.0,51679.0,51679.0,,,,,
02-01-2021,15 - 16,31877.0,41506.0,41506.0,41506.0,54479.0,48097.0,55826.0,55826.0,29328.0,29328.0,29328.0,41506.0,41506.0,37120.0,54479.0,54479.0,54479.0,,,,,
02-01-2021,16 - 17,45924.0,61497.0,61497.0,61497.0,61497.0,61497.0,62657.0,62657.0,30132.0,30132.0,30132.0,61497.0,61497.0,36566.0,61497.0,61497.0,61497.0,,,,,
02-01-2021,17 - 18,50718.0,63200.0,63200.0,63200.0,63200.0,63200.0,64756.0,64756.0,30216.0,30216.0,30216.0,63200.0,63200.0,33516.0,63200.0,63200.0,63200.0,,,,,
02-01-2021,18 - 19,49966.0,62500.0,62500.0,62500.0,64296.0,62500.0,65884.0,65884.0,29798.0,29798.0,29798.0,62500.0,62500.0,33015.0,64296.0,64296.0,64296.0,,,,,
02-01-2021,19 - 20,38070.0,31271.0,31271.0,31271.0,58667.0,41935.0,64933.0,64933.0,29777.0,29777.0,29777.0,31271.0,31271.0,24618.0,58667.0,58667.0,58667.0,,,,,
02-01-2021,20 - 21,29923.0,28597.0,28597.0,28597.0,57455.0,28597.0,62698.0,62698.0,28597.0,28597.0,28597.0,28597.0,28597.0,22466.0,57455.0,57455.0,57455.0,,,,,
02-01-2021,21 - 22,29600.0,28158.0,28158.0,28158.0,54938.0,32535.0,57476.0,57476.0,28158.0,28158.0,28158.0,28158.0,28158.0,21714.0,54938.0,54938.0,54938.0,,,,,
02-01-2021,22 - 23,28722.0,28043.0,28043.0,28043.0,49225.0,29151.0,54573.0,54573.0,28043.0,28043.0,28043.0,28043.0,28043.0,21620.0,49225.0,49225.0,49225.0,,,,,
02-01-2021,23 - 00,27114.0,27093.0,27093.0,27093.0,41318.0,27093.0,50604.0,50604.0,27093.0,27093.0,27093.0,27093.0,27093.0,20753.0,41318.0,41318.0,41318.0,,,,,
03-01-2021,00 - 01,26644.0,26393.0,26393.0,26393.0,26393.0,26393.0,48160.0,48160.0,26393.0,26393.0,26393.0,26393.0,26393.0,23907.0,26393.0,26393.0,26393.0,,,,,
03-01-2021,01 - 02,25840.0,25683.0,25683.0,25683.0,25683.0,25683.0,43439.0,43439.0,25683.0,25683.0,25683.0,25683.0,25683.0,22644.0,25683.0,25683.0,25683.0,,,,,
03-01-2021,02 - 03,25088.0,24921.0,24921.0,24921.0,24921.0,24921.0,38864.0,38864.0,24921.0,24921.0,24921.0,24921.0,24921.0,21181.0,24921.0,24921.0,24921.0,,,,,
03-01-2021,03 - 04,24827.0,24618.0,24618.0,24618.0,24618.0,24618.0,36744.0,36744.0,24618.0,24618.0,24618.0,24618.0,24618.0,20868.0,24618.0,24618.0,24618.0,,,,,
03-01-2021,04 - 05,24555.0,24534.0,24534.0,24534.0,24534.0,24534.0,25746.0,25746.0,24534.0,24534.0,24534.0,24534.0,24534.0,20858.0,24534.0,24534.0,24534.0,,,,,
03-01-2021,05 - 06,24868.0,24910.0,24910.0,24910.0,24910.0,24910.0,24910.0,24910.0,24910.0,24910.0,24910.0,24910.0,24910.0,20879.0,24910.0,24910.0,24910.0,,,,,
03-01-2021,06 - 07,25056.0,25119.0,25119.0,25119.0,25119.0,25119.0,25119.0,25119.0,25119.0,25119.0,25119.0,25119.0,25119.0,20805.0,25119.0,25119.0,25119.0,,,,,
03-01-2021,07 - 08,25861.0,25902.0,25902.0,25902.0,25902.0,25902.0,25902.0,25902.0,25902.0,25902.0,25902.0,25902.0,25902.0,20795.0,25902.0,25902.0,25902.0,,,,,
03-01-2021,08 - 09,26069.0,26080.0,26080.0,26080.0,26080.0,26080.0,26080.0,26080.0,26080.0,26080.0,26080.0,26080.0,26080.0,20805.0,26080.0,26080.0,26080.0,,,,,
03-01-2021,09 - 10,26748.0,26790.0,26790.0,26790.0,26790.0,26790.0,26790.0,26790.0,26790.0,26790.0,26790.0,26790.0,26790.0,21829.0,26790.0,26790.0,26790.0,,,,,
03-01-2021,10 - 11,27124.0,27156.0,27156.0,27156.0,27156.0,27156.0,27156.0,27156.0,27156.0,27156.0,27156.0,27156.0,27156.0,25129.0,38269.0,38269.0,38269.0,,,,,
03-01-2021,11 - 12,27187.0,27229.0,27229.0,27229.0,28085.0,27229.0,27229.0,28085.0,27229.0,27229.0,27229.0,27229.0,27229.0,26090.0,38363.0,38363.0,38363.0,,,,,
03-01-2021,12 - 13,26999.0,27020.0,27020.0,27020.0,27020.0,27020.0,27020.0,27020.0,27020.0,27020.0,27020.0,27020.0,27020.0,26216.0,38467.0,38467.0,38467.0,,,,,
03-01-2021,13 - 14,26968.0,26978.0,26978.0,26978.0,26978.0,26978.0,26978.0,26978.0,26978.0,26978.0,26978.0,26978.0,26978.0,26289.0,37924.0,37924.0,37924.0,,,,,
03-01-2021,14 - 15,27156.0,27177.0,27177.0,27177.0,27177.0,27177.0,27177.0,27177.0,27177.0,27177.0,27177.0,27177.0,27177.0,26393.0,37130.0,37130.0,37130.0,,,,,
03-01-2021,15 - 16,27688.0,27678.0,27678.0,27678.0,27678.0,27678.0,27678.0,27678.0,27678.0,27678.0,27678.0,27678.0,27678.0,26362.0,38394.0,38394.0,38394.0,,,,,
03-01-2021,16 - 17,29380.0,29297.0,29297.0,29297.0,34749.0,29297.0,29297.0,34749.0,29297.0,29297.0,29297.0,29297.0,29297.0,25850.0,45256.0,45256.0,45256.0,,,,,
03-01-2021,17 - 18,29892.0,29798.0,29798.0,29798.0,45914.0,29798.0,29798.0,45914.0,29798.0,29798.0,29798.0,29798.0,29798.0,22309.0,46426.0,46426.0,46426.0,,,,,
03-01-2021,18 - 19,29422.0,29422.0,29422.0,29422.0,45277.0,29422.0,29422.0,45277.0,29422.0,29422.0,29422.0,29422.0,29422.0,24409.0,45277.0,45277.0,45277.0,,,,,
03-01-2021,19 - 20,28921.0,29161.0,29161.0,29161.0,29161.0,29161.0,29161.0,29161.0,29161.0,29161.0,29161.0,29161.0,29161.0,23020.0,44337.0,44337.0,44337.0,,,,,
03-01-2021,20 - 21,28388.0,28785.0,28785.0,28785.0,28785.0,28785.0,28785.0,28785.0,28785.0,28785.0,28785.0,28785.0,28785.0,22038.0,38592.0,38592.0,38592.0,,,,,
03-01-2021,21 - 22,28148.0,28242.0,28242.0,28242.0,28242.0,29370.0,28242.0,28242.0,28242.0,28242.0,28242.0,28242.0,28242.0,20847.0,36336.0,36336.0,36336.0,,,,,
03-01-2021,22 - 23,27145.0,27344.0,27344.0,27344.0,27344.0,27344.0,27344.0,27344.0,27344.0,27344.0,27344.0,27344.0,27344.0,20816.0,27344.0,27344.0,27344.0,,,,,
03-01-2021,23 - 00,25955.0,26028.0,26028.0,26028.0,26028.0,26028.0,26028.0,26028.0,26028.0,26028.0,26028.0,26028.0,26028.0,20607.0,26028.0,26028.0,26028.0,,,,,
04-01-2021,00 - 01,25631.0,25756.0,25756.0,25756.0,25756.0,25756.0,25756.0,25756.0,25756.0,25756.0,25756.0,25756.0,25756.0,20555.0,25756.0,25756.0,25756.0,,,,,
04-01-2021,01 - 02,24774.0,25119.0,25119.0,25119.0,25119.0,25119.0,25119.0,25119.0,25119.0,25119.0,25119.0,25119.0,25119.0,20273.0,25119.0,25119.0,25119.0,,,,,
04-01-2021,02 - 03,24503.0,24941.0,24941.0,24941.0,24941.0,24941.0,24941.0,24941.0,24941.0,24941.0,24941.0,24941.0,24941.0,20074.0,24941.0,24941.0,24941.0,,,,,
04-01-2021,03 - 04,24607.0,25098.0,25098.0,25098.0,25098.0,25098.0,25098.0,25098.0,25098.0,25098.0,25098.0,25098.0,25098.0,19939.0,25098.0,25098.0,25098.0,,,,,
04-01-2021,04 - 05,25328.0,25673.0,25673.0,25673.0,25673.0,25673.0,25673.0,25673.0,25673.0,25673.0,25673.0,25673.0,25673.0,19897.0,25673.0,25673.0,25673.0,,,,,
04-01-2021,05 - 06,26686.0,26989.0,26989.0,26989.0,26989.0,26989.0,26989.0,26989.0,26989.0,26989.0,26989.0,26989.0,26989.0,19949.0,26989.0,26989.0,26989.0,,,,,
04-01-2021,06 - 07,28681.0,29464.0,29464.0,29464.0,29464.0,29464.0,29464.0,29464.0,29464.0,29464.0,29464.0,29464.0,29464.0,20053.0,29464.0,29464.0,29464.0,,,,,
04-01-2021,07 - 08,32608.0,32221.0,32221.0,32221.0,51972.0,51972.0,32221.0,51972.0,32221.0,32221.0,32221.0,32221.0,32221.0,20607.0,51972.0,51972.0,51972.0,,,,,
04-01-2021,08 - 09,47992.0,51387.0,51387.0,51387.0,56839.0,56839.0,51387.0,56839.0,51387.0,51387.0,51387.0,51387.0,51387.0,20785.0,56839.0,56839.0,56839.0,,,,,
04-01-2021,09 - 10,50739.0,52243.0,52243.0,52243.0,58165.0,52975.0,52243.0,58165.0,52243.0,52243.0,52243.0,52243.0,52243.0,20879.0,58165.0,58165.0,58165.0,,,,,
04-01-2021,10 - 11,53016.0,57863.0,57863.0,57863.0,58280.0,57863.0,57863.0,58280.0,57863.0,57863.0,57863.0,57863.0,57863.0,20785.0,57863.0,57863.0,58280.0,,,,,
04-01-2021,11 - 12,53204.0,59043.0,59043.0,59043.0,60860.0,59043.0,59043.0,60860.0,59043.0,59043.0,59043.0,59043.0,59043.0,20868.0,59043.0,59043.0,60860.0,,,,,
04-01-2021,12 - 13,52233.0,54385.0,54385.0,54385.0,60077.0,54385.0,54385.0,60077.0,54385.0,54385.0,54385.0,54385.0,54385.0,20837.0,54385.0,54385.0,60077.0,,,,,
04-01-2021,13 - 14,52306.0,59043.0,59043.0,59043.0,59043.0,59043.0,59043.0,59043.0,59043.0,59043.0,59043.0,59043.0,59043.0,20701.0,59043.0,59043.0,59043.0,,,,,
04-01-2021,14 - 15,52975.0,60568.0,60568.0,60568.0,60568.0,60568.0,60568.0,60568.0,60568.0,60568.0,60568.0,60568.0,60568.0,20795.0,60568.0,60568.0,60568.0,,,,,
04-01-2021,15 - 16,53006.0,60609.0,60609.0,60609.0,60609.0,60609.0,60609.0,60609.0,60171.0,60171.0,60171.0,60609.0,60609.0,20816.0,60609.0,60609.0,60609.0,,,,,
04-01-2021,16 - 17,53204.0,63189.0,63189.0,63189.0,63189.0,63189.0,63189.0,63189.0,62740.0,62740.0,62740.0,63189.0,63189.0,20722.0,63189.0,63189.0,63189.0,,,,,
04-01-2021,17 - 18,60557.0,68119.0,68119.0,68119.0,68119.0,68119.0,68119.0,68119.0,68119.0,68119.0,68119.0,68119.0,68119.0,20628.0,68119.0,68119.0,68119.0,,,,,
04-01-2021,18 - 19,52964.0,62719.0,62719.0,62719.0,62719.0,62719.0,62719.0,62719.0,62239.0,62239.0,62239.0,62719.0,62719.0,20576.0,62719.0,62719.0,62719.0,,,,,
04-01-2021,19 - 20,51408.0,56118.0,56118.0,56118.0,56118.0,56118.0,56118.0,56118.0,43376.0,43376.0,43376.0,56118.0,56118.0,20544.0,56118.0,56118.0,56118.0,,,,,
04-01-2021,20 - 21,36316.0,39355.0,39355.0,39355.0,39355.0,39355.0,39355.0,39355.0,39355.0,39355.0,39355.0,39355.0,39355.0,20461.0,39355.0,39355.0,39355.0,,,,,
04-01-2021,21 - 22,34477.0,36368.0,36368.0,36368.0,40201.0,40201.0,36368.0,40201.0,36368.0,36368.0,36368.0,36368.0,36368.0,20356.0,40201.0,40201.0,40201.0,,,,,
04-01-2021,22 - 23,31093.0,32326.0,32326.0,32326.0,32326.0,32326.0,32326.0,32326.0,32326.0,32326.0,32326.0,32326.0,32326.0,20273.0,32326.0,32326.0,32326.0,,,,,
04-01-2021,23 - 00,27866.0,28566.0,28566.0,28566.0,28566.0,28566.0,28566.0,28566.0,28566.0,28566.0,28566.0,28566.0,28566.0,20168.0,28566.0,28566.0,28566.0,,,,,
05-01-2021,00 - 01,28375.0,29023.0,29023.0,29023.0,29023.0,29023.0,29023.0,29023.0,29023.0,29023.0,29023.0,29023.0,29023.0,19985.0,29023.0,29023.0,29023.0,,,,,
05-01-2021,01 - 02,28073.0,28647.0,28647.0,28647.0,28647.0,28647.0,28647.0,28647.0,28647.0,28647.0,28647.0,28647.0,28647.0,19964.0,28647.0,28647.0,28647.0,,,,,
05-01-2021,02 - 03,27812.0,28261.0,28261.0,28261.0,28261.0,28261.0,28261.0,28261.0,28261.0,28261.0,28261.0,28261.0,28261.0,19954.0,28261.0,28261.0,28261.0,,,,,
05-01-2021,03 - 04,27864.0,28323.0,28323.0,28323.0,28323.0,28323.0,28323.0,28323.0,28323.0,28323.0,28323.0,28323.0,28323.0,19954.0,28323.0,28323.0,28323.0,,,,,
05-01-2021,04 - 05,28417.0,29002.0,29002.0,29002.0,29002.0,29002.0,29002.0,29002.0,29002.0,29002.0,29002.0,29002.0,29002.0,19985.0,29002.0,29002.0,29002.0,,,,,
05-01-2021,05 - 06,30139.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,31110.0,20068.0,31110.0,31110.0,31110.0,,,,,
05-01-2021,06 - 07,34533.0,37340.0,37340.0,37340.0,37340.0,37340.0,37340.0,37340.0,37340.0,37340.0,37340.0,37340.0,37340.0,20267.0,37340.0,37340.0,37340.0,,,,,
05-01-2021,07 - 08,52222.0,55979.0,55979.0,55979.0,55979.0,55979.0,55979.0,55979.0,48621.0,48621.0,48621.0,55979.0,55979.0,20590.0,55979.0,55979.0,55979.0,,,,,
05-01-2021,08 - 09,57868.0,62616.0,62616.0,62616.0,62616.0,62616.0,62616.0,62616.0,62616.0,62616.0,62616.0,62616.0,62616.0,21102.0,62616.0,62616.0,62616.0,,,,,
05-01-2021,09 - 10,58202.0,62741.0,62741.0,62741.0,62741.0,62741.0,62741.0,62741.0,62741.0,62741.0,62741.0,62741.0,62741.0,21185.0,62741.0,62741.0,62741.0,,,,,
05-01-2021,10 - 11,57315.0,63847.0,63847.0,63847.0,63847.0,63847.0,63847.0,63847.0,63847.0,63847.0,63847.0,63847.0,63847.0,21436.0,63847.0,63847.0,63847.0,,,,,
05-01-2021,11 - 12,57774.0,65183.0,65183.0,65183.0,65183.0,65183.0,65183.0,65183.0,65183.0,65183.0,65183.0,65183.0,65183.0,21488.0,65183.0,65183.0,65183.0,,,,,
05-01-2021,12 - 13,58024.0,64161.0,64161.0,64161.0,64161.0,64161.0,64161.0,64161.0,64161.0,64161.0,64161.0,64161.0,64161.0,21968.0,64161.0,64161.0,64161.0,,,,,
05-01-2021,13 - 14,58629.0,65006.0,65006.0,65006.0,65006.0,65006.0,65006.0,65006.0,65006.0,65006.0,65006.0,65006.0,65006.0,21999.0,65006.0,65006.0,65006.0,,,,,
05-01-2021,14 - 15,57993.0,64745.0,64745.0,64745.0,64745.0,64745.0,64588.0,64745.0,64588.0,64588.0,64588.0,64745.0,64745.0,22521.0,64745.0,64745.0,64745.0,,,,,
05-01-2021,15 - 16,59130.0,65235.0,65235.0,65235.0,65235.0,65235.0,65235.0,65235.0,65235.0,65235.0,65235.0,65235.0,65235.0,22364.0,65235.0,65235.0,65235.0,,,,,
05-01-2021,16 - 17,60550.0,67062.0,67062.0,67062.0,67062.0,67062.0,67062.0,67062.0,67062.0,67062.0,67062.0,67062.0,67062.0,21895.0,67062.0,67062.0,67062.0,,,,,
05-01-2021,17 - 18,60550.0,68460.0,68460.0,68460.0,68460.0,68460.0,68460.0,68460.0,67897.0,67897.0,67897.0,68460.0,68460.0,21258.0,68460.0,68460.0,68460.0,,,,,
05-01-2021,18 - 19,57085.0,62752.0,62752.0,62752.0,62752.0,62752.0,62752.0,62752.0,49268.0,49268.0,49268.0,62752.0,62752.0,20987.0,62752.0,62752.0,62752.0,,,,,
05-01-2021,19 - 20,55780.0,57043.0,57043.0,57043.0,57043.0,57043.0,57043.0,57043.0,46764.0,46764.0,46764.0,57043.0,57043.0,20914.0,57043.0,57043.0,57043.0,,,,,
05-01-2021,20 - 21,37883.0,42558.0,42558.0,42558.0,42558.0,42558.0,42558.0,42558.0,42558.0,42558.0,42558.0,42558.0,42558.0,21310.0,42558.0,42558.0,42558.0,,,,,
05-01-2021,21 - 22,38697.0,41327.0,41327.0,41327.0,41327.0,41327.0,41327.0,41327.0,41327.0,41327.0,41327.0,41327.0,41327.0,20903.0,41327.0,41327.0,41327.0,,,,,
05-01-2021,22 - 23,32915.0,33458.0,33458.0,33458.0,33458.0,33458.0,33458.0,33458.0,33458.0,33458.0,33458.0,33458.0,33458.0,20622.0,33458.0,33458.0,33458.0,,,,,
05-01-2021,23 - 00,30056.0,30484.0,30484.0,30484.0,30484.0,30484.0,30484.0,30484.0,30484.0,30484.0,30484.0,30484.0,30484.0,20298.0,30484.0,30484.0,30484.0,,,,,
06-01-2021,00 - 01,30914.0,31239.0,31239.0,31239.0,31239.0,31239.0,31239.0,31239.0,31239.0,31239.0,31239.0,31239.0,31239.0,22872.0,31239.0,31239.0,31239.0,,,,,
06-01-2021,01 - 02,29804.0,30076.0,30076.0,30076.0,30076.0,30076.0,30076.0,30076.0,30076.0,30076.0,30076.0,30076.0,30076.0,22421.0,30076.0,30076.0,30076.0,,,,,
06-01-2021,02 - 03,28924.0,29438.0,29438.0,29438.0,29438.0,29438.0,29438.0,29438.0,29438.0,29438.0,29438.0,29438.0,29438.0,21259.0,29438.0,29438.0,29438.0,,,,,
06-01-2021,03 - 04,28684.0,29301.0,29301.0,29301.0,29301.0,29301.0,29301.0,29301.0,29301.0,29301.0,29301.0,29301.0,29301.0,21185.0,29301.0,29301.0,29301.0,,,,,
06-01-2021,04 - 05,28945.0,29490.0,29490.0,29490.0,29490.0,29490.0,29490.0,29490.0,29490.0,29490.0,29490.0,29490.0,29490.0,21939.0,29490.0,29490.0,29490.0,,,,,
06-01-2021,05 - 06,29867.0,30370.0,30370.0,30370.0,30370.0,30370.0,30370.0,30370.0,30370.0,30370.0,30370.0,30370.0,30370.0,22474.0,30370.0,30370.0,30370.0,,,,,
06-01-2021,06 - 07,31522.0,32171.0,32171.0,32171.0,32171.0,32171.0,32171.0,32171.0,32171.0,32171.0,32171.0,32171.0,32171.0,29940.0,32171.0,32171.0,32171.0,,,,,
